0,-1.5708,1.5708,9.3154
0,-1.5708,1.5708,9.3154
0,-1.5708,1.57254,8.25226
0,-1.5708,1.56905,8.7815
0,-1.5708,1.57429,8.63766
0,-1.5708,1.56731,8.8204
0,-1.5708,1.57603,8.24473
0,-1.5708,1.56556,8.48107
0,-1.5708,1.57778,8.54576
0,-1.5708,1.56381,8.36104
0,-1.5708,1.57952,8.28747
0,-1.5708,1.56207,8.14067
0,-1.5708,1.58127,8.19934
0,-1.5708,1.56032,8.41519
0,-1.5708,1.58301,8.20461
0,-1.5708,1.55858,8.82883
0,-1.5708,1.58476,8.09141
0,-1.5708,1.55683,8.90702
0,-1.5708,1.5865,8.21822
0,-1.5708,1.55509,8.34162
0,-1.5708,1.5708,9.3154
0,-1.5708,1.5708,9.3154
0,-1.5708,1.57254,8.25226
0,-1.5708,1.56905,8.7815
0,-1.5708,1.57429,8.63766
0,-1.5708,1.56731,8.8204
0,-1.5708,1.57603,8.24473
0,-1.5708,1.56556,8.48107
0,-1.5708,1.57778,8.54576
0,-1.5708,1.56381,8.36104
0,-1.5708,1.57952,8.28747
0,-1.5708,1.56207,8.14067
0,-1.5708,1.58127,8.19934
0,-1.5708,1.56032,8.41519
0,-1.5708,1.58301,8.20461
0,-1.5708,1.55858,8.82883
0,-1.5708,1.58476,8.09141
0,-1.5708,1.55683,8.90702
0,-1.5708,1.5865,8.21822
0,-1.5708,1.55509,8.34162
0,-1.56905,1.5708,8.62585
0,-1.56905,1.5708,8.62585
0,-1.56905,1.57254,8.58201
0,-1.56905,1.56905,9.06119
0,-1.56905,1.57429,8.49769
0,-1.56905,1.56731,8.84792
0,-1.56905,1.57603,8.66035
0,-1.56905,1.56556,8.76669
0,-1.56905,1.57778,8.58002
0,-1.56905,1.56381,8.90717
0,-1.56905,1.57952,8.01127
0,-1.56905,1.56207,8.76546
0,-1.56905,1.58127,8.39328
0,-1.56905,1.56032,8.19944
0,-1.56905,1.58301,8.63208
0,-1.56905,1.55858,8.67883
0,-1.56905,1.58476,8.34712
0,-1.56905,1.55683,8.62801
0,-1.56905,1.5865,7.95465
0,-1.56905,1.55509,8.59301
0,-1.57254,1.5708,8.63043
0,-1.57254,1.5708,8.63043
0,-1.57254,1.57254,8.64471
0,-1.57254,1.56905,8.37838
0,-1.57254,1.57429,8.08283
0,-1.57254,1.56731,8.52706
0,-1.57254,1.57603,8.19579
0,-1.57254,1.56556,8.75859
0,-1.57254,1.57778,8.33156
0,-1.57254,1.56381,8.97991
0,-1.57254,1.57952,8.57082
0,-1.57254,1.56207,8.2248
0,-1.57254,1.58127,8.35828
0,-1.57254,1.56032,8.48525
0,-1.57254,1.58301,8.03031
0,-1.57254,1.55858,8.5615
0,-1.57254,1.58476,8.16109
0,-1.57254,1.55683,8.63798
0,-1.57254,1.5865,8.87162
0,-1.57254,1.55509,8.94262
0,-1.56731,1.5708,8.78479
0,-1.56731,1.5708,8.78479
0,-1.56731,1.57254,8.52714
0,-1.56731,1.56905,8.77732
0,-1.56731,1.57429,8.56072
0,-1.56731,1.56731,8.48744
0,-1.56731,1.57603,8.81197
0,-1.56731,1.56556,8.61078
0,-1.56731,1.57778,8.7353
0,-1.56731,1.56381,8.68697
0,-1.56731,1.57952,7.97255
